permno,ticker,comnam,permco
83967,CLSR,CLOSURE MEDICAL CORP,14967
86743,CTCI,C T COMMUNICATIONS INC,27553
90079,ANDS,ANADYS PHARMACEUTICALS INC,44992
37284,TSO,TESORO CORP,21732
79698,IT,GARTNER INC,12457
92874,VIDE,VIDEO DISPLAY CORP,7378
78062,ZOLT,ZOLTEK COMPANIES INC,11791
67360,UTL,UNITIL CORP,21835
90469,ARBX,ARBINET THEXCHANGE INC,45992
58771,RBC,REGAL BELOIT CORP,3840
57104,,NESTOR INC,6744
90220,BBBB,BLACKBOARD INC,45294
64961,QSII,QUALITY SYSTEMS INC,5703
80422,LEA,LEAR CORP,30388
84761,TTWO,TAKE TWO INTERACTIVE SOFTWR INC,15436
58501,GPX,G P STRATEGIES CORP,3236
10597,FEP,FRANKLIN ELECTRONIC PUBLSHS INC,8500
89431,HEW,HEWITT ASSOCIATES INC,43269
48514,IKN,IKON OFFICE SOLUTIONS INC,20040
75215,CSH,CASH AMERICA INTERNATIONAL INC,8920
86401,FOX,FOX ENTERTAINMENT GROUP INC,34907
90288,NURO,NEUROMETRIX INC,45428
89954,DTV,DIRECTV GROUP INC,44708
80316,CBR,CIBER INC,12924
37217,LDR,LANDAUER INC,21714
11599,ACO,AMCOL INTERNATIONAL CORP,9425
11707,CBM,CAMBREX CORP,9526
89919,PNCL,PINNACLE AIRLINES CORP,44628
63765,SWN,SOUTHWESTERN ENERGY CO,4338
89896,JAS,JO ANN STORES INC,20686
85488,OSIS,O S I SYSTEMS INC,15739
77839,AVR,AVITAR INC NEW,11660
37161,TE,T E C O ENERGY INC,21700
47619,KTCC,KEY TRONICS CORP,6093
78008,EPIC,EPICOR SOFTWARE CORP,11760
78139,CPWR,COMPUWARE CORP,11860
86534,PFCB,P F CHANGS CHINA BISTRO INC,16331
27748,FLA,FLORIDA EAST COAST IND INC,20738
87637,TOX,MEDTOX SCIENTIFIC INC,7235
88786,AFOP,ALLIANCE FIBER OPTIC PRODS INC,40978
25769,KMG,KERR MCGEE CORP,21049
19968,LABS,LABONE INC NEW,569
86323,ECLP,ECLIPSYS CORP,16254
46886,KLAC,K L A TENCOR CORP,2551
85933,PRV,PROVINCE HEALTHCARE CO,15961
37154,FONR,FONAR CORP,5152
86188,TRDO,INTRADO INC,16176
77257,SBSE,S B S TECHNOLOGIES INC,11278
57534,NEWP,NEWPORT CORP,3179
39029,GIGA,GIGA TRONICS INC,6080
47941,GCI,GANNETT CO INC,20782
90371,BBW,BUILD A BEAR WORKSHOP INC,45680
80993,MLIN,MICRO LINEAR CORP,13371
86109,RHD,R H DONNELLEY CORP,34769
88418,AGNT,ARGONAUT TECHNOLOGIES INC,37914
80559,NFLD,NORTHFIELD LABORATORIES INC,13110
10382,ASTE,ASTEC INDUSTRIES INC,8299
88260,PXLW,PIXELWORKS INC,37524
43350,SWK,STANLEY WORKS,21664
81566,MALL,P C MALL INC,13648
25232,OKE,ONEOK INC NEW,21332
81124,MSN,EMERSON RADIO CORP,1519
75077,TUG,MARITRANS INC,21155
84062,BJRI,BJS RESTAURANTS INC,15025
82762,WSTL,WESTELL TECHNOLOGIES INC,14179
79195,PERY,ELLIS PERRY INTERNATIONAL INC,12154
76383,AVN,AVANIR PHARMACEUTICALS,10593
90165,IFS,INFRASOURCE SERVICES INC,45177
62420,TIII,T I I NETWORK TECHNOLOGIES INC,4452
85991,LVLT,LEVEL 3 COMMUNICATIONS INC,16033
12062,LH,LABORATORY CORP AMERICA HLDGS,9848
79776,UTMD,UTAH MEDICAL PRODUCTS INC,5705
36709,FAME,FLAMEMASTER CORP,7447
89410,SRX,S R A INTERNATIONAL INC,43164
75110,WGNR,WEGENER CORP,5869
10362,BUTL,BUTLER INTERNATIONAL INC NEW,8283
36468,SHW,SHERWIN WILLIAMS CO,21609
87043,DSS,QUANTUM CORP,5722
77828,BIW,B I W LTD,27605
88841,RECN,RESOURCES CONNECTION INC,41062
18570,BOBE,BOB EVANS FARMS INC,595
62763,NRVN,NATURE VISION INC,3553
83499,ENPT,EN POINTE TECHNOLOGIES INC,14599
82779,NVAX,NOVAVAX INC,31389
10299,LLTC,LINEAR TECHNOLOGY CORP,8220
78003,,WORLD WASTE TECHNOLOGIES INC,11758
10691,ASCL,ASCENTIAL SOFTWARE CORP,8594
66114,TIN,TEMPLE INLAND INC,21726
80361,RKT,ROCK TENN CO,12895
88976,FSCI,FISHER COMMUNICATIONS INC,41555
90275,AUXL,AUXILIUM PHARMACEUTICALS,45416
81670,MFW,M & F WORLDWIDE CORP,30905
88668,MON,MONSANTO CO NEW,40148
90502,GSX,GASCO ENERGY INC,46021
85452,ACMR,AC MOORE ARTS AND CRAFTS INC,15750
90308,KHK,KITTY HAWK INC,15031
58990,DJ,DOW JONES & CO INC,1366
90325,STXS,STEREOTAXIS INC,45488
88439,ENTG,ENTEGRIS INC,37932
76807,TRNI,TRANS INDUSTRIES INC,4552
80204,MLM,MARTIN MARIETTA MATERIALS INC,30260
80900,VRA,VIRAGEN INC,5264
79637,UHS,UNIVERSAL HEALTH SERVICES INC,4655
76868,AAON,AAON INC,10817
80528,FRNT,FRONTIER AIRLINES INC NEW,13095
86333,PPCO,PENWEST PHARMACEUTICALS CO,16262
36003,ROL,ROLLINS INC,21530
10463,REFR,RESEARCH FRONTIERS INC,8377
87149,TOO,TOO INC,35237
76478,ESE,E S C O TECHNOLOGIES INC,26113
79192,STN,STATION CASINOS INC,12158
76076,CSCO,CISCO SYSTEMS INC,10486
61815,NBL,NOBLE ENERGY INC,3219
87121,SALM,SALEM COMMUNICATIONS CORP,16631
82583,IDXC,I D X SYSTEMS CORP,14145
15254,,ASPEN EXPLORATION CORP,377
75107,ABMD,ABIOMED INC,20018
90381,GRU,GURUNET CORP,45690
80670,AAI,AIRTRAN HOLDINGS INC,13181
76138,BEAV,B E AEROSPACE INC,10567
89829,AGCC,ANCHOR GLASS CONTAINER CORP NEW,44376
90452,GETI,GENTEK INC,35027
90194,STAN,STANDARD PARKING CORP,45203
87574,NEOF,NEOFORMA INC,17861
76709,IDXX,I D E X X LABORATORIES INC,10989
89441,IFT,I F T CORP,43279
80577,TGEN,TARGETED GENETICS CORP,13099
86178,LMIA,L M I AEROSPACE INC,16187
89830,AMIS,AMIS HOLDINGS INC,44377
82168,AXO,A X S ONE INC,13959
49971,PNY,PIEDMONT NATURAL GAS INC,21404
10404,IRN,REWARDS NETWORK INC,8321
88206,WOLV,NETWOLVES CORP,37198
62519,ESV,E N S C O INTERNATIONAL INC,559
88587,AV,AVAYA INC,39130
76644,X,UNITED STATES STEEL CORP NEW,29028
88204,VYYO,VYYO INC,37196
75861,GEHL,GEHL COMPANY,10384
54084,HWG,HALLWOOD GROUP INC,20869
52090,MKC,MCCORMICK & CO INC,2801
53074,MLAB,MESA LABORATORIES INC,6883
83163,REMC,REMEC INC,14335
45560,INPH,INTERPHASE CORP,6785
50091,AMN,AMERON INTERNATIONAL CORP DEL,20105
84426,MDLK,MEDIALINK WORLDWIDE INC,15296
90224,DWRI,DESIGN WITHIN REACH INC,45298
77699,FCEL,FUELCELL ENERGY INC,11591
88886,AQA,AQUACELL TECHNOLOGIES INC,41244
80482,TCF,TURBOCHEF TECHNOLOGIES INC,12983
79670,CO,CORRPRO COS INC,29961
79718,MERQ,MERCURY INTERACTIVE CORP,12522
41487,HELX,HELIX TECHNOLOGY CORP,2119
50278,URS,U R S CORP NEW,21749
64899,STZ,CONSTELLATION BRANDS INC,1015
89971,TPX,TEMPUR PEDIC INTERNATIONAL INC,44726
85040,SLP,SIMULATIONS PLUS INC,15534
73817,,SUTRON CORP,6554
10078,SUNW,SUN MICROSYSTEMS INC,8021
83120,CMCO,COLUMBUS MCKINNON CORP NY,14387
44768,IFSIA,INTERFACE INC,5925
81561,CNR,CANARGO ENERGY CORP,13655
11671,JBOH,J B OXFORD HOLDINGS INC,9494
80557,MMR,MCMORAN EXPLORATION CO NEW,13097
80432,AEOS,AMERICAN EAGLE OUTFITTERS INC NE,13001
56573,ITW,ILLINOIS TOOL WORKS INC,20968
90055,THE,TODCO,44915
25419,WHR,WHIRLPOOL CORP,21916
10294,HVT,HAVERTY FURNITURE COS INC,2089
39087,FON,SPRINT CORP,21833
77781,,AMPEX CORP DEL,11628
79280,LINK,INTERLINK ELECTRONICS,12178
59185,ODC,OIL DRI CORP OF AMERICA,3348
77668,ESRX,EXPRESS SCRIPTS INC,11569
58800,BBA,BOMBAY COMPANY INC,4373
26201,CMTL,COMTECH TELECOMMUNICATIONS CORP,9654
84210,FORR,FORRESTER RESEARCH INC,15190
59467,WLB,WESTMORELAND COAL CO,4954
11587,ATRI,ATRION CORP,392
28564,CTS,C T S CORP,20371
58683,LUV,SOUTHWEST AIRLINES CO,4181
84275,UNFI,UNITED NATURAL FOODS INC,15108
85729,TSA,SPORTS AUTHORITY INC NEW,15920
90472,CABG,CABG MEDICAL INC,45995
32707,HP,HELMERICH & PAYNE INC,20902
85240,HC,HANOVER COMPRESSOR CO,32035
80446,GDI,GARDNER DENVER INC,13008
51693,MARSA,MARSH SUPERMARKETS INC,2777
89397,VRNT,VERINT SYSTEMS INC,43149
86230,IPI,ISLAND PACIFIC INC,34840
84605,ECSI,ENDOCARDIAL SOLUTIONS INC,15394
37875,FUL,FULLER H B CO,1868
34818,SGK,SCHAWK INC,6346
20220,BDK,BLACK & DECKER CORP,20306
82191,,LOUD TECHNOLOGIES INC,13948
76023,AERTA,ADVANCED ENVIRON RECYC TECHS INC,10363
88534,ISSC,INNOVATIVE SOLUTIONS & SUPRT INC,38432
83113,ARTC,ARTHROCARE CORP,14337
85836,MUSE,MICROMUSE INC,15970
90370,WSSI,WEBSIDESTORY INC,45568
83581,WWCA,WESTERN WIRELESS CORP,14657
34817,NUE,NUCOR CORP,21308
85013,INTT,INTEST CORP,15529
76750,MNRO,MONRO MUFFLER BRAKE INC,11052
83304,PRGX,P R G SCHULTZ INTERNATIONAL INC,14470
78868,IPA,INTERPHARM HOLDINGS INC,11959
77659,BBBY,BED BATH & BEYOND INC,11558
89070,ZMH,ZIMMER HOLDINGS INC,41870
81698,DRTE,DENDRITE INTERNATIONAL INC,13821
89413,BGFV,BIG 5 SPORTING GOODS CORP,43250
83469,ARTNA,ARTESIAN RESOURCES CORP,14661
77830,HITK,HI TECH PHARMACAL CO INC,11645
15748,AULT,AULT INC,6324
88193,SABA,SABA SOFTWARE INC,37186
89866,LKQX,L K Q CORP,44497
11174,CRMT,AMERICAS CAR MART INC,9023
18092,BMET,BIOMET INC,5737
32870,HRL,HORMEL FOODS CORP,20932
90437,HCO,HYPERSPACE COMMUNICATIONS INC,45692
88806,,NOVO NETWORKS INC,40995
85548,FRN,FRIENDLY ICE CREAM CORP NEW,15824
85819,DOCC,DOCCUCORP INTERNATIONAL INC,15988
89528,ITCD,I T C DELTACOM INC,15779
88190,PRCS,PRAECIS PHARMACEUTICALS INC,37183
39917,WY,WEYERHAEUSER CO,21914
88830,CESI,CATALYTICA ENERGY SYSTEMS INC,41055
46922,RAD,RITE AID CORP,21515
11038,NWK,NETWORK EQUIPMENT TECHNOLOGIES,8908
83661,GWR,GENESEE & WYOMING INC,14754
30593,DBLE,DOUBLE EAGLE PETE CO,1260
87049,YCC,YANKEE CANDLE INC,35189
88733,KOSN,KOSAN BIOSCIENCES INC,40206
24985,AEE,AMEREN CORP,21808
80479,SPOR,SPORT HALEY INC,12972
39731,GTN,GRAY TELEVISION INC,1908
85482,NRCI,NATIONAL RESEARCH CORP,15751
35238,PBY,PEP BOYS MANNY MOE & JACK,21383
84780,KNL,KNOLL INC,31979
78081,LGND,LIGAND PHARMACEUTICALS INC,11806
83161,RCCC,RURAL CELLULAR CORP,14349
86092,,CLARUS CORP DEL,16127
90283,LMRA,LUMERA CORPORATION,45423
77207,BDY,BRADLEY PHARMACEUTICALS INC,11198
10107,MSFT,MICROSOFT CORP,8048
85522,AMCC,APPLIED MICRO CIRCUITS CORP,15854
89224,DJO,D J ORTHOPEDICS INC,42409
88281,CRL,CHARLES RIVER LABS INTL INC,37660
77865,,DEXTERITY SURGICAL INC,11678
30402,CAS,CASTLE A M & CO,20404
88543,MCDT,MCDATA CORP,38440
76091,SUG,SOUTHERN UNION CO NEW,26033
40540,HEII,H E I INC,2114
67459,CLE,CLAIRES STORES INC,6295
88871,MCF,CONTANGO OIL AND GAS COMPANY,41163
85570,,CADIZ INC,7556
76515,DHC,DANIELSON HOLDING CORP,28924
79525,RWY,RENT WAY INC,12356
62368,PHEL,PETROLEUM HELICOPTERS INC,3548
12063,NERX,NEORX CORP,9902
85724,CECO,CAREER EDUCATION CORP,15934
88500,AOLA,AMERICA ONLINE LATIN AMERICA INC,38402
90210,LTM,LIFE TIME FITNESS INC,45284
33823,BOOM,DYNAMIC MATERIALS CORP,9028
33603,LMS,LAMSON & SESSIONS CO,21081
46463,GFF,GRIFFON CORP,20981
90013,PRPX,PORTEC RAIL PRODUCTS INC,44817
14868,ARDNA,ARDEN GROUP INC,332
81562,HAUP,HAUPPAUGE DIGITAL INC,13504
33690,CNVR,CONVERA CORP,1606
83953,NMTI,N M T MEDICAL INC,14985
83677,ZONS,ZONES INC,14768
83467,ANS,AIRNET SYSTEMS INC,14680
11132,SYNO,SYNOVIS LIFE TECHNOLOGIES INC,8958
89014,COL,ROCKWELL COLLINS INC,41688
17778,BRK,BERKSHIRE HATHAWAY INC DEL,540
82634,SAM,BOSTON BEER INC,31190
82643,LXK,LEXMARK INTERNATIONAL INC NEW,31197
39571,GGG,GRACO INC,2002
14219,ANLY,ANALYSTS INTERNATIONAL CORP,283
83125,LCGI,LEARNING CARE GROUP INC,14331
75577,ALTR,ALTERA CORP,9735
45891,IOM,IOMEGA CORP,6143
18973,BRC,BRADY CORP,7113
56040,NAFC,NASH FINCH COMPANY,5980
50606,TDW,TIDEWATER INC,21752
89986,FLT,FLIGHT SAFETY TECHS INC NEW,44803
82697,EAGL,E G L INC,14176
86758,PTZ,PULITZER INC,35016
90098,XCYT,XCYTE THERAPIES INC,45005
82266,CVO,CENVEO INC,13991
80568,PSSI,PSS WORLD MEDICAL INC,13049
87633,SVVS,SAVVIS COMMUNICATIONS CORP,17986
80730,,VIRBAC CORP,13202
80113,CLDN,CELADON GROUP INC,12783
77090,ANK,ATLANTIC TELE NETWORK INC,11204
89731,LEN,LENNAR CORP,21095
11404,ED,CONSOLIDATED EDISON INC,20499
77667,ARRO,ARROW INTERNATIONAL INC,11567
52396,SUP,SUPERIOR INDUSTRIES INTL INC,21693
90187,NILE,BLUE NILE INC,45196
86128,HZO,MARINEMAX INC,34788
76879,API,ADVANCED PHOTONIX INC,10833
77767,MZT,MATRITECH INC,11608
81010,SSYS,STRATASYS INC,13384
75216,CAV,CAVALIER HOMES INC,8102
85885,NICH,NITCHES INC,7737
76931,BSML,BRITESMILE INC,10977
88948,OPSW,OPSWARE INC,41390
89499,LAN,LANCER CORP TX,7589
35107,PKE,PARK ELECTROCHEMICAL CORP,21365
86244,BVEW,BINDVIEW DEVELOPMENT CORP,16230
89650,DMX,I TRAX INC,43853
10147,EMC,E M C CORP MA,8093
88784,ADLR,ADOLOR CORP,40976
15667,WYE,WYETH,20086
89549,OFI,OVERHILL FARMS INC,43634
39482,ABL,AMERICAN BILTRITE INC,20066
21792,CNP,CENTERPOINT ENERGY INC,20939
12074,PDE,PRIDE INTERNATIONAL INC DEL,9921
75261,MNI,MCCLATCHY CO,21174
88256,ICOR,ICORIA INC,37521
74406,TRR,T R C COMPANIES INC,4538
75730,PRST,PRESSTEK INC,10144
89932,KNOL,KNOLOGY INC,44686
80587,,ADVOCAT INC,30396
83509,FCN,F T I CONSULTING INC,14602
33567,KEYW,ESSEX CORP,5254
84146,,VOXWARE INC,15095
88441,GCOR,GENENCOR INTL INC,37934
61807,MOG,MOOG INC,21219
14761,,ARABIAN AMERICAN DEV CO,352
54253,MSA,MINE SAFETY APPLIANCES CO,2971
82619,SSTI,SILICON STORAGE TECHNOLOGY INC,14160
65226,DRS,D R S TECHNOLOGIES INC,1387
11898,MPP,M T S MEDICATION TECHNOLS INC,9723
55678,INTG,INTERGROUP CORP,3091
77462,FD,FEDERATED DEPT STORES INC DEL,22856
23915,GP,GEORGIA PACIFIC CORP,20809
79159,CWEI,CLAYTON WILLIAMS ENERGY INC,12146
16424,G,GILLETTE CO,20818
90028,DIET,EDIETS COM INC,44883
13610,OLN,OLIN CORP,21329
78963,CHS,CHICOS FAS INC,12036
88626,DRRX,DURECT CORP,39159
90207,IFO,INFOSONICS CORP,45281
89416,HOFT,HOOKER FURNITURE CORP,43253
44329,TFX,TELEFLEX INC,21723
76796,BMHC,BUILDING MATERIALS HOLDING CORP,11096
91265,HAXS,HEALTHAXIS INC,7685
47387,KELYB,KELLY SERVICES INC,2519
76214,SWFT,SWIFT TRANSPORTATION CO INC,10657
76367,ATSI,A T S MEDICAL INC,10639
88906,ATPG,A T P OIL & GAS CORP,41266
85987,HRVE,HARVEY ELECTRONICS INC,16034
89407,TVL,LIN TV CORP,43160
33188,ETC,ENVIRONMENTAL TECTONICS CORP,6252
80640,LJPC,LA JOLLA PHARMACEUTICAL CO,13125
10779,,RELM WIRELESS CORP,65
45744,SISI,S I TECHNOLOGIES INC,6166
88244,,ACTIVEWORLDS CORP,37508
89155,MKC,MCCORMICK & CO INC,2801
13769,AMS,AMERICAN SHARED HOSPITAL SVCS,7119
10401,T,A T & T CORP,20103
80543,SSCC,SMURFIT STONE CONTAINER CORP,13043
85702,MPWG,M P W INDUSTRIAL SERVICES GP INC,15865
89181,INTV,INTERVOICE INC,7534
85034,RCRC,RC2 CORP,15523
88836,GNVC,GENVEC INC,41058
20618,CRS,CARPENTER TECHNOLOGY CORP,20398
80658,PSAI,PEDIATRIC SERVICES AMERICA INC,13126
84321,,MILLBROOK PRESS INC,15244
88992,RRI,RELIANT ENERGY INC,41582
60695,PPP,POGO PRODUCING CO,3625
87789,LMNX,LUMINEX CORP,18709
89655,NVEC,N V E CORP,43861
82685,CSTL,CASTELLE,14247
83621,ANSS,ANSYS INC,14744
80485,VVUS,VIVUS INC,12981
85926,SEE,SEALED AIR CORP NEW,34702
90011,MGLN,MAGELLAN HEALTH SERVICES INC,25268
58560,ASEI,AMERICAN SCIENCE & ENGR INC,82
77475,HOO,GLACIER WATER SERVICES INC,29456
10353,ADPT,ADAPTEC INC,8275
86209,HAST,HASTINGS ENTERTAINMENT INC,16155
64194,CHE,CHEMED CORP NEW,20435
82540,WLT,WALTER INDUSTRIES INC,14037
78912,SMAN,STANDARD MANAGEMENT CORP,11929
12118,ATA,APOGEE TECHNOLOGY INC,9861
80785,,CUISINE SOLUTIONS INC,6872
83860,DRRA,DURA AUTOMOTIVE SYSTEMS INC,14910
90029,DVAX,DYNAVAX TECHNOLOGIES CORP,44885
75222,GGC,GEORGIA GULF CORP,8840
84057,BITS,BITSTREAM INC,15092
88159,EXEL,EXELIXIS INC,37154
12036,GMT,G A T X CORP,20773
88187,PECS,PEC SOLUTIONS INC,37181
75740,SYNX,SYNERGX SYSTEMS INC,10157
78915,UEIC,UNIVERSAL ELECTRONICS INC,11960
87595,CTRA,CENTRA SOFTWARE INC,17928
90122,BTRX,BARRIER THERAPEUTICS INC,45079
83981,CPN,CALPINE CORP,31726
84530,EPEX,EDGE PETROLEUM CORP DEL,15360
85459,CHRW,CH ROBINSON WORLDWIDE INC,15758
74500,TSRI,T S R INC,4456
86106,EEP,ENBRIDGE ENERGY PARTNERS LP,29374
89347,WCI,W C I COMMUNITIES INC,42933
52038,SYY,SYSCO CORP,21698
79121,WIND,WIND RIVER SYSTEMS INC,12084
85404,HIST,GALLERY OF HISTORY INC,7476
90453,INPC,INPHONIC INC,45877
76544,HRT,ARRHYTHMIA RESEARCH TECH INC,28929
78044,UFI,UNIFI INC,4685
10026,JJSF,J & J SNACK FOODS CORP,7976
87621,NIKU,NIKU CORP,18325
76272,VPI,VINTAGE PETROLEUM INC,38042
71782,SWWC,SOUTHWEST WATER CO,6875
88572,TELK,TELIK INC,38467
75272,TO,TECH OPS SEVCON INC,21715
76461,,FEMALE HEALTH CO,10684
45373,IRIS,IRIS INTERNATIONAL INC,2391
80000,NADX,NATIONAL DENTEX CORP,12708
52337,THC,TENET HEALTHCARE CORP,21258
77785,WIRE,ENCORE WIRE CORP,11621
11456,ALAN,ALANCO TECHNOLOGIES INC,5348
82238,CITP,COMSYS IT PARTNERS INC,30950
89004,FTI,F M C TECHNOLOGIES INC,41678
77768,PX,PRAXAIR INC,29540
88153,CORI,CORILLIAN CORP,37149
20670,CAMP,CALAMP CORP,6689
10145,HON,HONEYWELL INTERNATIONAL INC,22168
85269,VLO,VALERO ENERGY CORP NEW,32066
85590,YDNT,YOUNG INNOVATIONS INC,15804
32110,ELMG,E M S TECHNOLOGIES INC,1506
79069,ATN,ACTION PERFORMANCE COS INC,12104
54675,MOCO,M O C O N INC,2985
75320,USM,UNITED STATES CELLULAR CORP,21826
75460,TNC,TENNANT CO,4375
77685,HAMP,HAMPSHIRE GROUP LTD,11580
77362,LIFC,LIFECELL CORP,11365
78082,SPCH,SPORT CHALET INC,11811
81636,INKP,INKINE PHARMACEUTICAL CO INC,13511
61269,PKOH,PARK OHIO HOLDINGS CORP,3588
87373,ALSK,ALASKA COMMUNICATIONS SYS GRP IN,17395
88911,MCDTA,MCDATA CORP,38440
81491,NWRE,NEOWARE SYSTEMS INC,13595
72119,INS,INTELLIGENT SYSTEMS CORP NEW,20982
85992,MANH,MANHATTAN ASSOCIATES INC,16065
90477,CONR,CONOR MEDSYSTEMS INC,45999
65154,BLT,BLOUNT INTERNATIONAL INC NEW,20310
32054,ESIO,ELECTRO SCIENTIFIC INDS INC,6507
89685,NIHD,N I I HOLDINGS INC,43910
66245,MDC,M D C HOLDINGS INC,21130
85993,MOBI,MOBIUS MANAGEMENT SYSTEMS INC,16074
86176,KG,KING PHARMACEUTICALS INC,16179
89813,MHS,MEDCO HEALTH SOLUTIONS INC,44277
77281,WFMI,WHOLE FOODS MARKET INC,11310
44601,AVY,AVERY DENNISON CORP,20238
88926,IVD,IVAX DIAGNOSTICS INC,41370
78840,IACI,IAC INTERACTIVECORP,11901
15537,ALOT,ASTRO MEDICAL INC NEW,5225
88915,TWTI,THIRD WAVE TECHNOLOGIES INC,41274
80804,CHDX,CHINDEX INTL INC,13272
32046,ELRC,ELECTRO RENT CORP,1510
83916,TTEC,TELETECH HOLDINGS INC,14863
77629,USPH,U S PHYSICAL THERAPY INC,11542
85822,FCGI,FIRST CONSULTING GROUP INC,15971
89352,DOVP,D O V PHARMACEUTICAL INC,42996
87457,SMRA,SOMERA COMMUNICATIONS INC,17345
88581,VITA,ORTHOVITA INC,38475
31691,ESP,ESPEY MANUFACTURING & ELCTRS COR,20666
31077,CUB,CUBIC CORP,20541
89244,WTW,WEIGHT WATCHERS INTL INC NEW,42430
54704,MOD,MODINE MANUFACTURING CO,7093
78068,STLY,STANLEY FURNITURE CO NEW,8586
90212,MII,MICROISLET INC,45285
79612,NETM,NETMANAGE INC,12413
80852,TWR,TOWER AUTOMOTIVE INC,13257
10225,FO,FORTUNE BRANDS INC,20067
79588,GMCR,GREEN MOUNTAIN COFFEE ROASTERS I,12415
85457,CBTE,COMMONWEALTH BIOTECHNOLOGIES INC,15782
38420,CK,CROMPTON CORP,20532
83961,RSTI,ROFIN SINAR TECHNOLOGIES INC,14973
85550,GMTC,GAMETECH INTERNATIONAL INC,15851
31552,EDO,EDO CORP,20633
75596,MAG,MAGNETEK INC,22080
75857,SLR,SOLECTRON CORP,10371
87839,LFP,LIFEPOINT INC,37136
85879,ISSX,INTERNET SECURITY SYSTEMS INC,16021
63132,DCO,DUCOMMUN INC DE,1418
77007,VVTV,VALUEVISION MEDIA INC,11005
85311,PEGS,PEGASUS SOLUTIONS INC,15636
85464,CWST,CASELLA WASTE SYSTEMS INC,15783
10108,SDS,SUNGARD DATA SYSTEMS INC,8049
87474,ANCC,AIRNET COMMUNICATIONS CORP,17477
89247,RMK,ARAMARK CORP,42512
89849,JRN,JOURNAL COMMUNICATIONS INC,44393
63503,CV,CENTRAL VERMONT PUB SVC CORP,1097
78077,KAI,KADANT INC,29710
83844,AWRE,AWARE INC,14889
11910,TEAM,TECHTEAM GLOBAL INC,9651
87521,ECLG,ECOLLEGE COM INC,17521
89622,VSTA,VISTACARE INC,43788
29111,DEBS,DEB SHOPS INC,5902
75241,PXD,PIONEER NATURAL RESOURCES CO,21366
84561,RADS,RADIANT SYSTEMS INC,15338
76625,CEPH,CEPHALON INC,10902
84247,PRTL,PRIMUS TELECOM GROUP INC,15120
39642,BDX,BECTON DICKINSON & CO,20284
85211,SYNM,SYNTROLEUM CORP,15614
87759,IKNX,IKONICS CORP,18404
75866,LSCP,LASERSCOPE,10394
87586,APRS,APROPOS TECHNOLOGY INC,18005
44644,ADP,AUTOMATIC DATA PROCESSING INC,20235
89036,BABY,NATUS MEDICAL INC,41813
92583,TRT,TRIO TECH INTL,7329
83411,,NATURAL GAS SYSTEMS INC,14518
90423,THRX,THERAVANCE INC,45728
11531,FILE,FILENET CORP,9358
48960,KRI,KNIGHT RIDDER INC,21061
89390,KYPH,KYPHON INC,43143
92225,NZYM,SYNTHETECH INC,7243
76224,BHE,BENCHMARK ELECTRONICS INC,26087
30840,CUO,CONTINENTAL MATERIALS CORP,20513
87386,DMAX,DRUGMAX INC,17408
87827,WBSN,WEBSENSE INC,18696
32379,GLK,GREAT LAKES CHEM CORP,20845
19828,TRY,TRIARC COMPANIES INC,20550
80913,ACS,AFFILIATED COMPUTER SERVICES INC,13331
85463,CRXA,CORIXA CORP,15738
79577,CPTV,CAPTIVA SOFTWARE CORP,12395
79248,ARGN,AMERIGON INC,12194
32687,,ENERGY PRODUCTION CO,1545
85946,IOX,IOMED INC,34721
89321,EPAX,AMBASSADORS GROUP INC,42910
30648,COHU,COHU INC,20470
86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,16167
81621,HLIT,HARMONIC INC,13739
61065,TOY,TOYS R US INC,4522
80621,CGX,CONSOLIDATED GRAPHICS INC,13135
87156,IPIX,I P I X CORP,16915
85072,RL,POLO RALPH LAUREN CORP,32009
61487,AE,ADAMS RESOURCES & ENERGY INC,59
75257,TLAB,TELLABS INC,4467
83807,VMSI,VENTANA MEDICAL SYSTEMS INC,14851
47802,LC,LIBERTY CORP SC,21099
82861,TBWC,T B WOODS CORP,31584
90327,WPTE,W P T ENTERPRISES INC,45489
71116,SVM,SERVICEMASTER CO,4147
75034,BHI,BAKER HUGHES INC,20253
80452,POTP,POINT THERAPEUTICS INC,12980
87598,DCEL,DOBSON COMMUNICATIONS CORP,17935
90065,CXN,CIRCLE GROUP HOLDINGS INC,44970
17478,MHP,MCGRAW HILL COS INC,21179
87603,EMRG,EMERGE INTERACTIVE INC,17939
13119,MYG,MAYTAG CORP,21173
13688,PCG,P G & E CORP,21356
81481,DLTR,DOLLAR TREE STORES INC,13603
10791,SGI,SILICON GRAPHICS INC,8685
12490,IBM,INTERNATIONAL BUSINESS MACHS COR,20990
80079,CYT,CYTEC INDUSTRIES INC,30069
80971,DUCK,DUCKWALL ALCO STORES INC NEW,13401
30681,OMC,OMNICOM GROUP INC,1367
83740,CHNL,CHANNELL COMMERCIAL CORP,14785
84839,CDIC,CARDIODYNAMICS INTL CORP,31880
64637,MRI,MCRAE INDUSTRIES INC,2825
74836,,TECHNICAL COMMUNICATIONS CORP,6389
87392,,IBASIS INC,17324
82530,TGAL,TEGAL CORP,14066
11607,DCN,DANA CORP,20556
84111,OATS,WILD OATS MARKETS INC,15065
88466,SMTX,S M T C CORP,37956
87814,SLTC,SELECTICA INC DEL,18398
90442,NWS,NEWS CORP,21287
